cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0902-41-1037580-0-E,Instituto De Gastroenterologia,Bienes,CM,Compra De Anestesico Y Vasopresor,Contratado,,2020-03-27,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ivan Arturo Cordova Alvarez  (Telf: 2246424), ,,   - , ,2020-03-18,La Paz,NB-SABS (D.S.0181)
20-0902-41-1037822-0-E,Instituto De Gastroenterologia,Bienes,CM,3 Bombas De Infusion Volumetrica,Contratado,,2020-04-03,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ivan Arturo Cordova Alvarez  (Telf: 2246424), ,,   - , ,2020-03-19,La Paz,NB-SABS (D.S.0181)
20-0902-41-1037828-0-E,Instituto De Gastroenterologia,Bienes,CM,Compra De Traje Epps,Contratado,,2020-04-03,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ivan Arturo Cordova Alvarez  (Telf: 2246424), ,,   - , ,2020-03-30,La Paz,NB-SABS (D.S.0181)
20-0902-41-1038002-0-E,Instituto De Gastroenterologia,Bienes,CM,Compra De Soluciones Parenterales,Contratado,,2020-04-08,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ivan Arturo Cordova Alvarez  (Telf: 2246424), ,,   - , ,2020-03-16,La Paz,NB-SABS (D.S.0181)
20-0902-41-1038524-0-E,Instituto De Gastroenterologia,Bienes,CM,Compra De Medicamentos Psicotropicos Y Estupefacientes,Contratado,,2020-04-20,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Res. de Adjudicacion (nota)Acta o informe de recepcion definitivaActa o informe de recepcion definitivaVer mas...,FORM 400FORM 500,Ver Ficha,Ivan Arturo Cordova Alvarez  (Telf: 2246424), ,,   - , ,2020-03-23,La Paz,NB-SABS (D.S.0181)
20-0902-41-1038519-0-E,Instituto De Gastroenterologia,Bienes,CM,Compra De Medicamentos Para Le Sus,Contratado,,2020-04-20,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Res. de Adjudicacion (nota)Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioVer mas...,FORM 400FORM 500,Ver Ficha,Ivan Arturo Cordova Alvarez  (Telf: 2246424), ,,   - , ,2020-04-03,La Paz,NB-SABS (D.S.0181)
20-0902-41-1038892-0-E,Instituto De Gastroenterologia,Bienes,CM,Compra De Medicamentos E Insumos,Contratado,,2020-04-24,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ivan Arturo Cordova Alvarez  (Telf: 2246424), ,,   - , ,2020-04-02,La Paz,NB-SABS (D.S.0181)
20-0902-41-1037988-0-E,Instituto De Gastroenterologia,Bienes,CM,Compra De Cateter Central Venoso Triple Lumen,Contratado,,2020-04-24,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ivan Arturo Cordova Alvarez  (Telf: 2246424), ,,   - , ,2020-04-02,La Paz,NB-SABS (D.S.0181)
20-0902-41-1040597-0-E,Instituto De Gastroenterologia,Bienes,CM,Sistema De Purificacion De Aire De Grado Hospitalario,Contratado,,2020-05-18,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ivan Arturo Cordova Alvarez  (Telf: 2246424), ,,   - , ,2020-05-07,La Paz,NB-SABS (D.S.0181)
20-0902-41-1040601-0-E,Instituto De Gastroenterologia,Bienes,CM,Panel De Pared De Gases Medicinales,Contratado,,2020-05-18,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ivan Arturo Cordova Alvarez  (Telf: 2246424), ,,   - , ,2020-05-13,La Paz,NB-SABS (D.S.0181)
20-0902-41-1042152-0-E,Instituto De Gastroenterologia,Bienes,CM,Compra De Medicamentos - Aminoacido Aminoplasmal - Furosemida,Contratado,,2020-05-29,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ivan Arturo Cordova Alvarez  (Telf: 2246424), ,,   - , ,2020-05-14,La Paz,NB-SABS (D.S.0181)
20-0902-41-1042151-0-E,Instituto De Gastroenterologia,Bienes,CM,2  Bombas De Infusion Volumetrica,Contratado,,2020-05-29,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Ivan Arturo Cordova Alvarez  (Telf: 2246424), ,,   - , ,2020-05-19,La Paz,NB-SABS (D.S.0181)
