cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0046-27-1041687-0-E,Caja De Salud Cordes Guabira,Bienes,CM,Provision De Productos Farmaceuticos Medicamentos,Contratado,,2020-05-26,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Aidee Linares Salvatierra (Telf: 9220078), ,,   - , ,2020-05-26,Santa Cruz,NB-SABS (D.S.0181)
20-0046-27-1041761-0-E,Caja De Salud Cordes Guabira,Bienes,CM,Provision De Medicamentos,Contratado,,2020-05-29,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Aidee Linares Salvatierra (Telf: 9220078), ,,   - , ,2020-05-29,Santa Cruz,NB-SABS (D.S.0181)
20-0046-27-1044200-0-E,Caja De Salud Cordes Guabira,Bienes,CM,Adquisicion De Productos Farmaceuticos Medicamentos,Contratado,,2020-06-16,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Aidee Linares Salvatierra (Telf: 9220078), ,,   - , ,2020-06-16,Santa Cruz,NB-SABS (D.S.0181)
20-0046-27-1045761-0-E,Caja De Salud Cordes Guabira,Bienes,CM,Adquisicion De Productos Farmaceuticos Medicamentos,Contratado,,2020-06-24,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Aidee Linares Salvatierra (Telf: 9220078), ,,   - , ,2020-06-24,Santa Cruz,NB-SABS (D.S.0181)
