cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-1238-00-1027193-2-1,Gobierno Autonomo Municipal De Corocoro,Obras,LP,Construccion Puente Vehicular Ninoca Sewencani - Convenio Fdi,Desierto,2020-04-06,2020-03-14,ConvocatoriaEspecificaciones TecnicasPlanosPlanosDocumento Base de ContratacionPlanosPlanosPlanosVer mas...,FORM 100FORM 170,Ver Ficha,Wilfredo Blanco Chuquimia (Telf: 67064539), ,,   - ,18/03/2020 11:30,2020-04-08,La Paz,NB-SABS (D.S.0181)
19-1238-00-1049122-0-E,Gobierno Autonomo Municipal De Corocoro,Obras,CM,Const. Puente Peatonal Janko Marka Sirpa,Contratado,,2020-07-12,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioDoc. resolucion Contrato / Doc. deja sin efecto Orden de Compra/ServicioActa o informe de recepcion definitiva,FORM 400FORM 600FORM 500,Ver Ficha,Wilfredo Blanco Chuquimia (Telf: 67064539), ,,   - , ,2019-10-22,La Paz,NB-SABS (D.S.0181)
