cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-1110-00-1032464-0-E,Gobierno Autonomo Municipal De Padilla,Bienes,CM,Adquisicion De Lampara Auxiliar (Cuello De Ganzo) Para Gineco-Obstetricia,Contratado,,2020-03-03,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Hugo Barja Ovando (Telf: 6936007), ,,   - , ,2020-02-17,Chuquisaca,NB-SABS (D.S.0181)
20-1110-00-1035207-0-E,Gobierno Autonomo Municipal De Padilla,Bienes,CM,"Adquisicion De Medicamentos E Insumos Hospitalarios, Hospital Padilla Sus#1",Contratado,,2020-03-20,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Hugo Barja Ovando (Telf: 6936007), ,,   - , ,2020-01-14,Chuquisaca,NB-SABS (D.S.0181)
20-1110-00-1035248-0-E,Gobierno Autonomo Municipal De Padilla,Bienes,CM,"Adquisicion De Medicamentos E Insumos Hospitalarios, Hospital Padilla Sus#2",Contratado,,2020-03-20,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Hugo Barja Ovando (Telf: 6936007), ,,   - , ,2020-01-14,Chuquisaca,NB-SABS (D.S.0181)
20-1110-00-1035310-0-E,Gobierno Autonomo Municipal De Padilla,Bienes,CM,"Adquisicion De Medicamentos E Insumos Hospitalarios, Hospital Padilla Sus#3",Contratado,,2020-03-20,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Hugo Barja Ovando (Telf: 6936007), ,,   - , ,2020-01-14,Chuquisaca,NB-SABS (D.S.0181)
20-1110-00-1041211-0-E,Gobierno Autonomo Municipal De Padilla,Bienes,CD,Adquisicion De Monitores De Signos Vitales Multiparametricos Hospital Padilla,Contratado,,2020-06-05,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Hugo Barja Ovando (Telf: 6936007), ,,   - , ,2020-05-19,Chuquisaca,NB-SABS (D.S.0181)
20-1110-00-1047783-0-E,Gobierno Autonomo Municipal De Padilla,Bienes,CM,"Adquisición De Medicamentos E Insumos Hospitalarios, Hospital Padilla Sus L3",Contratado,,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Hugo Barja Ovando (Telf: 6936007), ,,   - , ,2020-04-09,Chuquisaca,NB-SABS (D.S.0181)
20-1110-00-1047787-0-E,Gobierno Autonomo Municipal De Padilla,Bienes,CM,"Adquisicion De Medicamentos E Insumos Hospitalarios,Hospital Sus L4",Contratado,,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Hugo Barja Ovando (Telf: 6936007), ,,   - , ,2020-04-09,Chuquisaca,NB-SABS (D.S.0181)
20-1110-00-1047775-0-E,Gobierno Autonomo Municipal De Padilla,Bienes,CM,"Adquisición De Medicamentos E Insumos Hospitalarios, Hospital Padilla L2",Contratado,,2020-07-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Hugo Barja Ovando (Telf: 6936007), ,,   - , ,2020-04-09,Chuquisaca,NB-SABS (D.S.0181)
20-1110-00-1047755-0-E,Gobierno Autonomo Municipal De Padilla,Bienes,CM,"Adquisición De Medicamentos E Insumos Hospitalarios, Hospital Padilla L1",Contratado,,2020-07-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Hugo Barja Ovando (Telf: 6936007), ,,   - , ,2020-04-09,Chuquisaca,NB-SABS (D.S.0181)
