cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-1912-00-1051014-1-1,Gobierno Autonomo Municipal De Ingavi,Bienes,ANPE,Adquisicion De Canasta Familiar Solidaria De Alimentos Para Familias En Situación De Vulnerabilidad En El Municipio De Ingavi,En curso,2020-07-29,2020-07-23,Documento Base de ContratacionConvocatoria,FORM 100,Ver Ficha,Roberto Eamara Martinez (Telf: ), ,,   - , ,,Pando,NB-SABS (D.S.0181)
20-1912-00-1050964-1-1,Gobierno Autonomo Municipal De Ingavi,Bienes,ANPP,Adquisición De Una Ambulancia ? Gobierno Autónomo Municipal Ingavi,En curso,2020-08-04,2020-07-23,Documento Base de ContratacionConvocatoria,FORM 100,Ver Ficha,Roberto Eamara Martinez (Telf: ), ,,   - , ,,Pando,NB-SABS (D.S.0181)
