cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
19-0909-22-1032211-0-E,Servicio Departamental De Deportes - Pando,Bienes,CM,"Adquisicion De Materiales Deportivos Para Los X Juegos Deportivos Estudiantiles Plurinacionales ""Presidente Evo"" Nivel Secundario Disciplinas Colectivas Damas.",Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioInformeActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Jesus Eduardo Dominguez Melgar (Telf: 38421501), ,,   - , ,2019-03-15,Pando,NB-SABS (D.S.0181)
19-0909-22-1032041-0-E,Servicio Departamental De Deportes - Pando,Bienes,CM,Adquisicion De Materiales Deportivos Para La Iniciacion De La Escuela Deportiva Departamental De Futbol De Salon En El Municipio De Gonzalo Moreno.,Contratado,,2020-03-02,InformeRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Jesus Eduardo Dominguez Melgar (Telf: 38421501), ,,   - , ,2019-03-22,Pando,NB-SABS (D.S.0181)
19-0909-22-1032215-0-E,Servicio Departamental De Deportes - Pando,Bienes,CM,"Adquisicion De Materiales Deportivos Para Los X Juegos Deportivos Estudiantiles Plurinacionales ""Presidente Evo"" Nivel Secundario Disciplinas Individuales Varones.",Contratado,,2020-03-04,InformeRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Jesus Eduardo Dominguez Melgar (Telf: 38421501), ,,   - , ,2019-03-15,Pando,NB-SABS (D.S.0181)
19-0909-22-1036725-0-E,Servicio Departamental De Deportes - Pando,Bienes,CM,Adquisicion De Materiales Deportivos Para La Escuela Deportiva Vacacional De Futsal En El Coliseo Profa. Marieta Suarez Rivero Municipio De Cobija.,Contratado,,2020-03-18,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)InformeActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Jesus Eduardo Dominguez Melgar (Telf: 38421501), ,,   - , ,2019-11-29,Pando,NB-SABS (D.S.0181)
19-0909-22-1036729-0-E,Servicio Departamental De Deportes - Pando,Bienes,CM,Adquisicion De Materiales Deportivos Para Dar Continuidad A La Escuela Deportiva De Futbol En El Estadio Departamental Municipio De Cobija.,Contratado,,2020-03-18,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)InformeActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Jesus Eduardo Dominguez Melgar (Telf: 38421501), ,,   - , ,2019-11-15,Pando,NB-SABS (D.S.0181)
19-0909-22-1036735-0-E,Servicio Departamental De Deportes - Pando,Bienes,CM,Adquisicion De Materiales Deportivos Para La Escuela Deportiva Vacacional De Voleibol En El Coliseo Prof. Alfredo Huary Gonzales Municipio De Cobija.,Contratado,,2020-03-18,InformeRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Jesus Eduardo Dominguez Melgar (Telf: 38421501), ,,   - , ,2019-11-29,Pando,NB-SABS (D.S.0181)
19-0909-22-1036741-0-E,Servicio Departamental De Deportes - Pando,Bienes,CM,Adquisicion De Materiales Deportivos Para La Escuela Deportiva Vacacional De Baloncesto En El Coliseo Prof. Alfredo Huary Gonzales Municipio De Cobija.,Contratado,,2020-03-18,InformeRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Jesus Eduardo Dominguez Melgar (Telf: 38421501), ,,   - , ,2019-11-29,Pando,NB-SABS (D.S.0181)
19-0909-22-1036744-0-E,Servicio Departamental De Deportes - Pando,Servicios Generales,CM,Servicio De Mantenimiento Y Reparacion Del Coliseo Departamental De Gonzalo Moreno Refaccion Del Techo.,Contratado,,2020-03-19,Res. de Adjudicacion (nota)InformeContrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Jesus Eduardo Dominguez Melgar (Telf: 38421501), ,,   - , ,2019-12-27,Pando,NB-SABS (D.S.0181)
19-0909-22-1036747-0-E,Servicio Departamental De Deportes - Pando,Servicios Generales,CM,Servicio De Mantenimiento Preventivo Para El Pintado De Interior Y Exterior Mas Graderias Del Coliseo Departamental Profa. Marieta Suarez Rivero.,Contratado,,2020-03-19,Contrato/Orden de Compra/Orden de ServicioInformeRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Jesus Eduardo Dominguez Melgar (Telf: 38421501), ,,   - , ,2019-10-20,Pando,NB-SABS (D.S.0181)
19-0909-22-1036748-0-E,Servicio Departamental De Deportes - Pando,Servicios Generales,CM,Servicio De Pintado De Cancha Del Coliseo Departamental Prof. Alfredo Huary Gonzales.,Contratado,,2020-03-19,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioInformeActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Jesus Eduardo Dominguez Melgar (Telf: 38421501), ,,   - , ,2019-10-23,Pando,NB-SABS (D.S.0181)
