cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-2318-00-1030725-0-E,Entidad Descentralizada Ummipre-Proman,Bienes,CD,Compra De Diesel Oil Gestion  2020,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Fatima Aguayo Fernandez (Telf: 4448510), ,,   - , ,2020-01-29,Cochabamba,NB-SABS (D.S.0181)
20-2318-00-1047091-0-E,Entidad Descentralizada Ummipre-Proman,Consultoria,CM,Ingeniero (Consultor En Linea),Contratado,,2020-06-30,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Fatima Aguayo Fernandez (Telf: 4448510), ,,   - , ,2020-06-08,Cochabamba,NB-SABS (D.S.0181)
