cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0015-14-1032093-1-1,Direccion General De La Fuerza Especial De Lucha Contra El Narcotrafico,Bienes,ANPE,Adquisicion De Viveres Para La Gestion 2020 Umopar-Beni,Contratado,2020-03-06,2020-03-02,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 100FORM 170FORM 200,Ver Ficha,German Sejas  (Telf: 2421381), ,,   - , ,2020-03-09,La Paz,NB-SABS (D.S.0181)
20-0015-14-1032899-0-E,Direccion General De La Fuerza Especial De Lucha Contra El Narcotrafico,Bienes,CM,Adquisicion De Viveres Para La Jefatura Regional Gioe-Amazonia Para Gestion 2020,Contratado,,2020-03-04,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,German Sejas  (Telf: 2421381), ,,   - , ,2020-01-27,La Paz,NB-SABS (D.S.0181)
20-0015-14-1032853-0-E,Direccion General De La Fuerza Especial De Lucha Contra El Narcotrafico,Bienes,CM,Adquisicion De Viveres Para La Gestion 2020 Para La Jdfelcn-Tarija,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,German Sejas  (Telf: 2421381), ,,   - , ,2020-02-04,La Paz,NB-SABS (D.S.0181)
20-0015-14-1033597-0-E,Direccion General De La Fuerza Especial De Lucha Contra El Narcotrafico,Bienes,CM,Provision De Viveres Para La Jefatura Departamental Felcn-Oruro Gestion 2020,Contratado,,2020-03-06,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,German Sejas  (Telf: 2421381), ,,   - , ,2020-01-30,La Paz,NB-SABS (D.S.0181)
20-0015-14-1033574-0-E,Direccion General De La Fuerza Especial De Lucha Contra El Narcotrafico,Bienes,CM,Provision De Viveres Para La Jefatura Departamental Felcn Potosi Gestion 2020,Contratado,,2020-03-06,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,German Sejas  (Telf: 2421381), ,,   - , ,2020-01-16,La Paz,NB-SABS (D.S.0181)
20-0015-14-1033973-0-E,Direccion General De La Fuerza Especial De Lucha Contra El Narcotrafico,Bienes,CM,Provision De Viveres A Favor Del Personal Gioe Valle Y Gioe Chimore Correspondiente A La Gestion 2020,Contratado,,2020-03-09,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,German Sejas  (Telf: 2421381), ,,   - , ,2020-01-17,La Paz,NB-SABS (D.S.0181)
20-0015-14-1037067-1-1,Direccion General De La Fuerza Especial De Lucha Contra El Narcotrafico,Servicios Generales,ANPE,Servicio De Almuerzo Para El Personal Del Aeropuerto Internacional Viruviru Para La Gestion 2020,Desierto,2020-03-27,2020-03-20,Documento Base de ContratacionConvocatoriaRes. de Desierta (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,German Sejas  (Telf: 2421381), ,,   - , ,2020-03-31,La Paz,NB-SABS (D.S.0181)
20-0015-14-1037791-0-E,Direccion General De La Fuerza Especial De Lucha Contra El Narcotrafico,Bienes,CM,Adquisicion De Viveres Puesto Avanzado Umopar-Yacuiba Para La Gestion 2020,Contratado,,2020-04-08,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,German Sejas  (Telf: 2421381), ,,   - , ,2020-02-13,La Paz,NB-SABS (D.S.0181)
20-0015-14-1038236-0-E,Direccion General De La Fuerza Especial De Lucha Contra El Narcotrafico,Bienes,CM,Adquisicion De Viveres Para La Jefatura Departamental De La Felcn Santa Cruz Para La Gestion 2020,Contratado,,2020-04-14,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,German Sejas  (Telf: 2421381), ,,   - , ,2020-03-16,La Paz,NB-SABS (D.S.0181)
20-0015-14-1037067-2-1,Direccion General De La Fuerza Especial De Lucha Contra El Narcotrafico,Servicios Generales,ANPE,Servicio De Almuerzo Para El Personal Del Aeropuerto Internacional Viruviru Para La Gestion 2020,Contratado,2020-04-21,2020-04-15,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionContrato/Orden de Compra/Orden de Servicio,FORM 100FORM 170FORM 200,Ver Ficha,German Sejas  (Telf: 2421381), ,,   - , ,2020-04-24,La Paz,NB-SABS (D.S.0181)
