cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0418-03-1037581-0-E,Caja Petrolera De Salud Departamental Cochabamba,Servicios Generales,CM,"Servicio Fumigacion General (Hospital Seton, Policlinico Central, Policonsultorio Norte Y Edificio General Acha)",Contratado,,2020-03-27,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-03-06,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1037584-0-E,Caja Petrolera De Salud Departamental Cochabamba,Servicios Generales,CM,Servicio Mantenimiento Y Refaccion Kardex Fichaje Policlinico Central,Contratado,,2020-03-27,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-02-26,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1037565-0-E,Caja Petrolera De Salud Departamental Cochabamba,Servicios Generales,CM,Servicio De Courrier Nacional Y Local,Contratado,,2020-03-27,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-03-06,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1037567-0-E,Caja Petrolera De Salud Departamental Cochabamba,Servicios Generales,CM,Servicio Pasajes Al Interior Del Pais Jdaf,Contratado,,2020-03-27,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-03-05,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1031428-1-3,Caja Petrolera De Salud Departamental Cochabamba,Servicios Generales,ANPE,Servicio Mantenimiento Preventivo Y Correctivo De Vehiculos,Contratado,2020-04-06,2020-03-30,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 100FORM 170FORM 200,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-04-13,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1037592-0-E,Caja Petrolera De Salud Departamental Cochabamba,Servicios Generales,CM,Servicio Mantenimiento Y Reparacion Deposito Activo Fijo,Contratado,,2020-03-30,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-02-28,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1037596-0-E,Caja Petrolera De Salud Departamental Cochabamba,Servicios Generales,CM,Servicio Mantenimiento Y Reparacion De Inmueble General Acha,Contratado,,2020-03-30,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-03-10,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1037587-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CM,Adquisicion De Reactivos De Laboratorio I,Contratado,,2020-04-01,Res. de Adjudicacion (nota)Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioVer mas...,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-02-17,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1037597-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CM,Adquisicion Repuestos Para Equipos De Computacion,Contratado,,2020-04-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-03-17,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1037590-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CM,Adquisicion Medicamentos De Emergencia Iii,Contratado,,2020-04-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-02-19,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1038271-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CM,Adquisicion Monitor Multiparametrico De Transporte,Contratado,,2020-04-15,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-03-18,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1038276-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CM,Adquisicion Material Y Equipamiento Medico Safci,Contratado,,2020-04-15,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-03-27,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1038867-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPE,Adquisicion Medicamentos Variacion De Consumo I,Contratado,2020-05-04,2020-04-24,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionContrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 100FORM 170FORM 200FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-05-08,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1029553-1-2,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPE,Adquisicion Equipo De Electrolitos,Contratado,2020-05-11,2020-04-30,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 100FORM 170FORM 200FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-04-15,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1039764-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CM,Adquisicion Material De Escritorio,Contratado,,2020-05-07,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-04-28,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1040149-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CM,Adquisicion Reactivos De Laboratorio Ii,Contratado,,2020-05-12,Res. de Adjudicacion (nota)Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-04-30,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1040222-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CM,Adquisicion Formulas Enterales,Contratado,,2020-05-13,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitivaActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-04-16,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1040146-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPP,"Adquisicion Dispositivos Agujas, Cateteres, Gasas, Jeringas Y Otros Relacionados",Anulado desde la convocatoria,2020-05-29,2020-05-13,Documento Base de ContratacionConvocatoriaResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1040644-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPP,"Adquisicion Dispositivos Suturas, Clips Y Otros Relacionados",Anulado desde la convocatoria,2020-06-02,2020-05-19,Documento Base de ContratacionConvocatoriaResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1040146-1-2,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPP,"Adquisicion Dispositivos Agujas, Cateteres, Gasas, Jeringas Y Otros Relacionados",Contratado,2020-06-03,2020-05-20,ConvocatoriaDocumento Base de ContratacionEnmiendasEnmiendasInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioVer mas...,FORM 100FORM 170FORM 200,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-06-12,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1040644-1-2,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPP,"Adquisicion Dispositivos Suturas, Clips Y Otros Relacionados",Anulado desde la convocatoria,2020-06-15,2020-05-26,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1041692-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CD,Adquisicion Barbijos Descartables Kn95,Contratado,,2020-05-27,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-05-18,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1042522-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CD,Adquisicion Batas Para Personal De Enfermeria (Covid-19),Contratado,,2020-06-01,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-05-29,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1042468-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CD,"Adquisicion Elementos De Proteccion Personal Covid-19 (Mandil, Gorros Y Barbijo)",Contratado,,2020-06-01,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-05-27,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1042443-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CD,Adquisicion Mamelucos (Covid-19),Contratado,,2020-06-01,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-05-28,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1042795-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPE,Adquisicion Formularios Valorados Administrativos Y De Salud,Contratado,2020-06-12,2020-06-03,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionResolucion/Documento de SuspensionResolucion/Documento de ReanudacionResolucion/Documento de ReanudacionContrato/Orden de Compra/Orden de ServicioVer mas...,FORM 100FORM 170FORM 100-EFORM RPSFORM 200,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-06-23,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1042791-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPE,Adquisicion Papeleria Administracion,Adjudicado,2020-06-12,2020-06-03,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionResolucion/Documento de SuspensionResolucion/Documento de ReanudacionCarta de desistimiento/Carta notariada,FORM 100FORM 170FORM 100-EFORM RPSFORM 180,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-07-30,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1042786-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPE,Adquisicion Equipo Medico Odontologia,Contratado,2020-06-15,2020-06-04,ConvocatoriaDocumento Base de ContratacionRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionContrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 100FORM 170FORM 200FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-06-19,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1043321-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CM,Adquisicion Insulina Nph,Contratado,,2020-06-05,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-05-13,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1043563-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPE,"Material, Repuestos Y Equipamiento Para Pediatria",Contratado,2020-06-16,2020-06-08,ConvocatoriaDocumento Base de ContratacionRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionContrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 100FORM 170FORM 200FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-06-23,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1044050-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPE,Adquisicion Instrumental Medico Menor Oftalmologia,Contratado,2020-06-18,2020-06-10,Documento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Resolucion/Documento de SuspensionResolucion/Documento de ReanudacionContrato/Orden de Compra/Orden de Servicio,FORM 100FORM 170FORM 100-EFORM RPSFORM 200,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-06-26,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1044120-1-1,Caja Petrolera De Salud Departamental Cochabamba,Obras,ANPP,Recableado Electrico Hospital Seton,Adjudicado,2020-06-26,2020-06-12,PlanosPlanosPlanosPlanosDocumento Base de ContratacionConvocatoriaInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Ver mas...,FORM 100Formulario 170 (Erroneo)FORM 170FORM 100-E,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-07-07,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1040644-1-3,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPP,"Adquisicion Dispositivos Suturas, Clips Y Otros Relacionados",Contratado,2020-06-29,2020-06-15,Documento Base de ContratacionConvocatoriaRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionContrato/Orden de Compra/Orden de Servicio,FORM 100FORM 170FORM 200,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-07-08,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1045659-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CD,Adquisicion Barbijos Kn-95 (Covid-19),Contratado,,2020-06-23,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-06-18,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1046286-0-E,Caja Petrolera De Salud Departamental Cochabamba,Servicios Generales,CM,Servicio De Mantenimiento Preventivo Y Correctivo Maquinaria Lavanderia,Contratado,,2020-06-25,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-05-29,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1046954-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPE,Adquisicion Prendas De Vestir Medico Varones,Anulado desde la convocatoria,2020-07-06,2020-06-29,ConvocatoriaDocumento Base de ContratacionResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1045779-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPP,Adquisicion Material Para Endoscopia Diagnostica Y Terapeutica,Adjudicado,2020-07-21,2020-07-08,ConvocatoriaDocumento Base de ContratacionRes. de Adjudicacion (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-07-29,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1048725-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CM,Adquisicion Reactivos De Laboratorio Iii,Contratado,,2020-07-09,Res. de Adjudicacion (nota)Res. de Adjudicacion (nota)Res. de Adjudicacion (nota)Res. de Adjudicacion (nota)Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioVer mas...,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-06-25,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1049164-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CD,Adquisicion Mamparas Y Mascarillas (Covid-19),Contratado,,2020-07-13,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-06-29,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1046954-1-2,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPE,Adquisicion Prendas De Vestir Medico Varones,Adjudicado,2020-07-28,2020-07-20,ConvocatoriaDocumento Base de ContratacionRes. de Adjudicacion (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-08-03,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1049801-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPP,Adquisicion Insumos Para Sterrad,Anulado desde la convocatoria,2020-08-05,2020-07-21,Documento Base de ContratacionConvocatoriaResolucion/Documento de Anulacion,FORM 100FORM 100-E,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1049633-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPE,Adquisicion Insumos Para Esterilizacion Oxido,En curso,2020-07-29,2020-07-21,ConvocatoriaDocumento Base de Contratacion,FORM 100,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1049791-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPE,Adquisicion Insumos Para Esterilizacion Vapor,En curso,2020-07-29,2020-07-21,Documento Base de ContratacionConvocatoria,FORM 100,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1050733-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPE,Adquisicion Asas De Corte Para Urologia,En curso,2020-07-30,2020-07-22,ConvocatoriaDocumento Base de Contratacion,FORM 100,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1051791-0-E,Caja Petrolera De Salud Departamental Cochabamba,Bienes,CD,Implementacion Centro De Aislamiento (Covid-19),Contratado,,2020-07-28,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,2020-07-09,Cochabamba,NB-SABS (D.S.0181)
20-0418-03-1052351-1-1,Caja Petrolera De Salud Departamental Cochabamba,Bienes,ANPE,Adquisicion Material Traumatologia,En curso,2020-08-11,2020-07-30,Documento Base de ContratacionConvocatoria,FORM 100,Ver Ficha,Sandra Cecilia Siles Soruco (Telf: 44228260), ,,   - , ,,Cochabamba,NB-SABS (D.S.0181)
