cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-1736-00-1032114-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individual De Linea: Visitadora Social Dna - Slim,Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-01-10,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1032131-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individual De Linea: Jefe De La Upem,Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-01-14,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1032155-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individual De Linea: Coordinador De Deportes,Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-01-10,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1032171-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individual De Linea: Asesor Juridico Del Dna - Slim,Contratado,,2020-03-02,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-01-14,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1032454-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individual De Linea: Director Municipal De Salud,Contratado,,2020-03-03,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-01-10,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1032418-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individual De Linea: Jefe De Catastro,Contratado,,2020-03-03,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-01-13,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1032275-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individual De Linea: Medico General Vi - H.M.M.D.C.,Contratado,,2020-03-03,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-01-09,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1032427-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individual De Linea: Medico General Iii - H.M.M.D.C.,Contratado,,2020-03-03,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-01-09,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1032340-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individual De Linea: Coordinador Y Asesor Juridico Del Dna-Slim,Contratado,,2020-03-03,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-01-10,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1032276-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individual De Linea: Jefe De Defensa Del Consumidor,Contratado,,2020-03-03,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-01-10,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1029849-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individual De Linea: Medico Facilitador - H.M.M.D.C.,Contratado,,2020-03-03,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-01-09,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1032240-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individual De Linea: Medico General I - H.M.M.D.C.,Contratado,,2020-03-03,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-01-09,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1032973-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individula De Linea: Jefe De Trafico Y Vialidad,Contratado,,2020-03-04,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-01-13,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1032998-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individual De Linea: Psicologo Del Dna-Slim,Contratado,,2020-03-04,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-01-27,Santa Cruz,NB-SABS (D.S.0181)
