cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-1736-00-1032984-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individual De Linea: Medico General V - H.M.M.D.C.,Contratado,,2020-03-04,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-01-09,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1033772-1-1,Gobierno Autonomo Municipal De Minero,Obras,ANPE,Construccion Posta Sanitaria Comunidad Rio Viejo,Suspendido,2020-03-12,2020-03-06,ConvocatoriaPlanosDocumento Base de ContratacionInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Resolucion/Documento de Suspension,FORM 100FORM 170FORM 100-E,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-03-18,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1034727-1-1,Gobierno Autonomo Municipal De Minero,Obras,ANPP,Construccion De Cancha Con Graderia U.E. Benjamin Banegas Vaca,Suspendido,2020-03-20,2020-03-10,Documento Base de ContratacionConvocatoriaPlanosResolucion/Documento de Suspension,FORM 100FORM 100-E,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1034403-0-E,Gobierno Autonomo Municipal De Minero,Bienes,CM,"Adquisicion De Verduras Frutas Y Abarrotes Para Las Guarderias Del Pian-5, Para La Gestion 2020",Contratado,,2020-03-10,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-02-14,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1034879-0-E,Gobierno Autonomo Municipal De Minero,Bienes,CM,"Adquisicion De Productos Carnicos Para Las Guarderias Del Pian-5, Gestion 2020",Contratado,,2020-03-11,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-02-14,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1035566-1-1,Gobierno Autonomo Municipal De Minero,Obras,ANPP,Construccion Plazuela Comunidad Puesto Arena,Suspendido,2020-03-25,2020-03-13,PlanosDocumento Base de ContratacionConvocatoriaResolucion/Documento de Suspension,FORM 100FORM 100-E,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1037823-0-E,Gobierno Autonomo Municipal De Minero,Obras,CD,Refaccion Direccion Distrital De Educacion Mineros,Contratado,,2020-04-03,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-03-06,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1037826-0-E,Gobierno Autonomo Municipal De Minero,Obras,CD,Cambio De Cubierta De La U.E. Alice Alvarez Ii,Contratado,,2020-04-03,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-03-11,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1049694-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,"Consultoria Por Producto: Elaboracion De Instrumentos Tecnico Y Juridico Para El Seguimiento, Evalucion Y Patrocinio De Procesos Judiciales En El Gam De Minero",Contratado,,2020-07-15,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-06-26,Santa Cruz,NB-SABS (D.S.0181)
20-1736-00-1040227-0-E,Gobierno Autonomo Municipal De Minero,Consultoria,CM,Consultoria Individual De Linea: Veterinario De Defensa Del Consumidor Y Facilitador En Agropecuaria En El Cea Minero A,Contratado,,2020-07-15,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Jose Luis Medrano Carrillo (Telf: 9246155), ,,   - , ,2020-02-05,Santa Cruz,NB-SABS (D.S.0181)
