cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-1505-00-1036655-1-1,Gobierno Autonomo Municipal De Uncia,Obras,ANPE,Construccion Casa Artesanal Comunidad Maraca,Desierto,2020-06-08,2020-03-18,Documento Base de ContratacionPlanosPlanosPlanosConvocatoriaPlanosPlanosPlanosVer mas...,FORM 100FORM 100-EFORM RPSFORM 170,Ver Ficha,Miguel Angel Meneses Sierra (Telf: 2-5820616), ,,   - ,20/03/2020 11:30,2020-06-15,Potosi,NB-SABS (D.S.0181)
20-1505-00-1036881-1-1,Gobierno Autonomo Municipal De Uncia,Obras,ANPE,Construccion Aula Unidad Educativa Maria Ayma,Desierto,2020-06-08,2020-03-19,Documento Base de ContratacionPlanosConvocatoriaPlanosPlanosPlanosResolucion/Documento de SuspensionResolucion/Documento de ReanudacionVer mas...,FORM 100FORM 100-EFORM RPSFORM 170,Ver Ficha,Miguel Angel Meneses Sierra (Telf: 2-5820616), ,,   - ,24/03/2020 09:30,2020-06-15,Potosi,NB-SABS (D.S.0181)
20-1505-00-1042147-1-1,Gobierno Autonomo Municipal De Uncia,Bienes,ANPP,Servicios De Salud Universal Y Gratuita - Sus (Adquisición De Medicamentos),Desierto,2020-06-10,2020-05-29,Documento Base de ContratacionConvocatoriaRes. de Desierta (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Miguel Angel Meneses Sierra (Telf: 2-5820616), ,,   - ,05/06/2020 09:00,2020-06-15,Potosi,NB-SABS (D.S.0181)
20-1505-00-1042775-1-1,Gobierno Autonomo Municipal De Uncia,Bienes,ANPP,Programa Nutribebe,Desierto,2020-06-15,2020-06-02,Documento Base de ContratacionEspecificaciones TecnicasConvocatoriaRes. de Desierta (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Miguel Angel Meneses Sierra (Telf: 2-5820616), ,,   - ,08/06/2020 11:30,2020-06-19,Potosi,NB-SABS (D.S.0181)
20-1505-00-1042766-1-1,Gobierno Autonomo Municipal De Uncia,Bienes,ANPP,Adquisicion De Alimento Complementario Carmelo,Desierto,2020-06-15,2020-06-02,Documento Base de ContratacionConvocatoriaEspecificaciones TecnicasRes. de Desierta (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Miguel Angel Meneses Sierra (Telf: 2-5820616), ,,   - ,08/06/2020 09:30,2020-06-19,Potosi,NB-SABS (D.S.0181)
20-1505-00-1042147-2-1,Gobierno Autonomo Municipal De Uncia,Bienes,ANPP,Servicios De Salud Universal Y Gratuita - Sus (Adquisición De Medicamentos),Desierto,2020-06-30,2020-06-18,ConvocatoriaDocumento Base de ContratacionRes. de Desierta (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Miguel Angel Meneses Sierra (Telf: 2-5820616), ,,   - ,24/06/2020 09:00,2020-07-06,Potosi,NB-SABS (D.S.0181)
20-1505-00-1042775-2-1,Gobierno Autonomo Municipal De Uncia,Bienes,ANPP,Programa Nutribebe,Desierto,2020-07-02,2020-06-19,Documento Base de ContratacionConvocatoriaEspecificaciones TecnicasRes. de Desierta (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Miguel Angel Meneses Sierra (Telf: 2-5820616), ,,   - ,25/06/2020 11:30,2020-07-08,Potosi,NB-SABS (D.S.0181)
20-1505-00-1042766-2-1,Gobierno Autonomo Municipal De Uncia,Bienes,ANPP,Adquisicion De Alimento Complementario Carmelo,Desierto,2020-07-02,2020-06-19,Documento Base de ContratacionConvocatoriaEspecificaciones TecnicasRes. de Desierta (nota)Informe de la Comision/Responsable de Evaluacion,FORM 100FORM 170,Ver Ficha,Miguel Angel Meneses Sierra (Telf: 2-5820616), ,,   - ,25/06/2020 09:30,2020-07-08,Potosi,NB-SABS (D.S.0181)
20-1505-00-1036881-2-1,Gobierno Autonomo Municipal De Uncia,Obras,ANPE,Construccion Aula Unidad Educativa Maria Ayma,Contratado,2020-06-29,2020-06-23,PlanosPlanosPlanosDocumento Base de ContratacionConvocatoriaPlanosRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionVer mas...,FORM 100FORM 170FORM 200,Ver Ficha,Miguel Angel Meneses Sierra (Telf: 2-5820616), ,,   - ,26/06/2020 09:30,2020-07-03,Potosi,NB-SABS (D.S.0181)
20-1505-00-1036655-2-1,Gobierno Autonomo Municipal De Uncia,Obras,ANPE,Construccion Casa Artesanal Comunidad Maraca,Desierto,2020-06-29,2020-06-23,PlanosPlanosPlanosPlanosPlanosPlanosDocumento Base de ContratacionEspecificaciones TecnicasVer mas...,FORM 100FORM 170,Ver Ficha,Miguel Angel Meneses Sierra (Telf: 2-5820616), ,,   - ,26/06/2020 11:30,2020-06-30,Potosi,NB-SABS (D.S.0181)
20-1505-00-1046455-1-1,Gobierno Autonomo Municipal De Uncia,Bienes,ANPE,Mantenimiento De Calles D. Uncia (Adquisicion De Cemento),En curso,2020-07-01,2020-06-25,Documento Base de ContratacionConvocatoria,FORM 100,Ver Ficha,Miguel Angel Meneses Sierra (Telf: 2-5820616), ,,   - ,29/06/2020 09:30,,Potosi,NB-SABS (D.S.0181)
20-1505-00-1046707-0-E,Gobierno Autonomo Municipal De Uncia,Obras,CM,Construccion Tanque De Agua Potable Ramarani,Contratado,,2020-06-26,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Miguel Angel Meneses Sierra (Telf: 2-5820616), ,,   - , ,2020-06-03,Potosi,NB-SABS (D.S.0181)
20-1505-00-1047699-1-1,Gobierno Autonomo Municipal De Uncia,Obras,LP,Construccion Unidad Educativa Uncia,Desierto,2020-07-23,2020-07-02,Especificaciones TecnicasDocumento Base de ContratacionPlanosPlanosConvocatoriaPlanosPlanosEnmiendasVer mas...,FORM 100FORM 120FORM 170,Ver Ficha,Miguel Angel Meneses Sierra (Telf: 2-5820616), ,,   - ,14/07/2020 10:00,2020-07-29,Potosi,NB-SABS (D.S.0181)
20-1505-00-1049444-1-1,Gobierno Autonomo Municipal De Uncia,Obras,ANPP,Construccion Bateria De Baños U.E. 2 De Agosto Merkaymaya,En curso,2020-07-24,2020-07-14,Documento Base de ContratacionEspecificaciones TecnicasEspecificaciones TecnicasEspecificaciones TecnicasConvocatoriaEspecificaciones TecnicasEspecificaciones TecnicasEspecificaciones TecnicasVer mas...,FORM 100,Ver Ficha,Miguel Angel Meneses Sierra (Telf: 2-5820616), ,,   - ,20/07/2020 10:00,,Potosi,NB-SABS (D.S.0181)
20-1505-00-1052040-0-E,Gobierno Autonomo Municipal De Uncia,Obras,EX,Construccion Casa Artesanal Comunidad Maraca,Contratado,,2020-07-29,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Miguel Angel Meneses Sierra (Telf: 2-5820616), ,,   - , ,2020-07-14,Potosi,NB-SABS (D.S.0181)
