cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-0046-28-1034630-0-E,Caja De Salud Cordes Cochabamba,Bienes,CM,Adquisicion De Papel Sanitario,Contratado,,2020-03-10,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - , ,2020-03-04,Cochabamba,NB-SABS (D.S.0181)
20-0046-28-1036056-0-E,Caja De Salud Cordes Cochabamba,Bienes,CM,Adquisicion De Luminarias Led Para Los Inmuebles De Caja De Salud Cordes Cochabamba,Contratado,,2020-03-16,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - , ,2020-03-03,Cochabamba,NB-SABS (D.S.0181)
20-0046-28-1038836-1-1,Caja De Salud Cordes Cochabamba,Bienes,LP,Adquisicion De Productos Farmaceuticos - Medicamentos Licitacion Publica Nacional,Contratado,2020-05-18,2020-04-24,Documento Base de ContratacionConvocatoriaResolucion de aprobacion del DBCInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota)Informe de la Comision/Responsable de EvaluacionContrato/Orden de Compra/Orden de ServicioContrato/Orden de Compra/Orden de ServicioVer mas...,FORM 100FORM 120FORM 170FORM 200FORM 500,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - ,07/05/2020 10:00,2020-05-28,Cochabamba,NB-SABS (D.S.0181)
20-0046-28-1040089-0-E,Caja De Salud Cordes Cochabamba,Bienes,CM,"Adquisicion De Productos Farmaceuticos - Medicamentos Menor, Vacuna Contra Influenza",Contratado,,2020-05-12,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - , ,2020-04-13,Cochabamba,NB-SABS (D.S.0181)
20-0046-28-1040269-0-E,Caja De Salud Cordes Cochabamba,Bienes,CM,Adquisicion De Equipo Medico Monitor De Signos Vitales Para El Servicio De Emergencias,Contratado,,2020-05-13,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - , ,2020-05-06,Cochabamba,NB-SABS (D.S.0181)
20-0046-28-1040301-0-E,Caja De Salud Cordes Cochabamba,Bienes,CM,Adquisicion De Monitor Multiparametrico Adulto Pediatrico Para Ambulancia,Contratado,,2020-05-15,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - , ,2020-05-04,Cochabamba,NB-SABS (D.S.0181)
20-0046-28-1041023-1-1,Caja De Salud Cordes Cochabamba,Bienes,ANPP,Adquisicion De Insumos Y Reactivos Para Laboratorio Anpe I,Adjudicado,2020-06-04,2020-05-22,ConvocatoriaDocumento Base de ContratacionInforme de la Comision/Responsable de EvaluacionRes. de Adjudicacion (nota),FORM 100FORM 170,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - , ,2020-06-16,Cochabamba,NB-SABS (D.S.0181)
20-0046-28-1041455-0-E,Caja De Salud Cordes Cochabamba,Bienes,CM,Adquisicion De Jaboncillo Liquido,Contratado,,2020-05-25,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - , ,2020-05-19,Cochabamba,NB-SABS (D.S.0181)
20-0046-28-1043803-0-E,Caja De Salud Cordes Cochabamba,Servicios Generales,CM,Servicio De Instalacion De Vidrios Protectores Para Consultorios Del Policlinico Central,Contratado,,2020-06-08,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - , ,2020-05-28,Cochabamba,NB-SABS (D.S.0181)
20-0046-28-1045808-0-E,Caja De Salud Cordes Cochabamba,Bienes,CM,Adquisicion De Insumos De Bioseguridad,Contratado,,2020-06-19,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - , ,2020-06-04,Cochabamba,NB-SABS (D.S.0181)
20-0046-28-1046108-0-E,Caja De Salud Cordes Cochabamba,Bienes,CM,Adquisicion De Test Prueba Rapida Para Deteccion De Covid 19,Contratado,,2020-06-23,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - , ,2020-06-18,Cochabamba,NB-SABS (D.S.0181)
20-0046-28-1046180-0-E,Caja De Salud Cordes Cochabamba,Servicios Generales,CM,Servicio De Implementacion De Plataforma Con Instalaciones Sanitarias En Area De Parqueo Del Policlinico Central,Contratado,,2020-06-23,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - , ,2020-05-27,Cochabamba,NB-SABS (D.S.0181)
20-0046-28-1046183-0-E,Caja De Salud Cordes Cochabamba,Servicios Generales,CM,Servicio De Implementacion De Ambientes Desmontables Para Triaje Del Servicio De Emergencias,Contratado,,2020-06-23,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - , ,2020-05-29,Cochabamba,NB-SABS (D.S.0181)
20-0046-28-1050276-0-E,Caja De Salud Cordes Cochabamba,Servicios Generales,CM,Servicio De Instalacion De Cubierta Y Pintura Adecuada Para Ambientes Desmontables De Triaje Del Policlinico Central,Contratado,,2020-07-20,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - , ,2020-06-30,Cochabamba,NB-SABS (D.S.0181)
20-0046-28-1051122-0-E,Caja De Salud Cordes Cochabamba,Bienes,EM,Adquisicion De Test Prueba Rapida Para Diagnostico Covid - 19,Contratado,,2020-07-23,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - , ,2020-06-30,Cochabamba,NB-SABS (D.S.0181)
20-0046-28-1051932-0-E,Caja De Salud Cordes Cochabamba,Bienes,CM,Adquisicion De Insumos De Bioseguridad Iii,Contratado,,2020-07-28,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Iver Cortez Alanis (Telf: 4532715), ,,   - , ,2020-06-24,Cochabamba,NB-SABS (D.S.0181)
