cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reunión_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
19-0190-00-1033642-0-E,Autoridad Jurisdiccional Administrativa Minera,Servicios Generales,CD,Servicio De Provision De Gasolina Pre-Pago Vehiculos Oficina Nacional Ajam Y Departamental La Paz Gestion 2020,Contratado,,2020-03-06,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Shirley Andrea Contreras Barrios (Telf: 2310441), ,,   - , ,2019-12-23,La Paz,NB-SABS (D.S.0181)
20-0190-00-1035042-0-E,Autoridad Jurisdiccional Administrativa Minera,Servicios Generales,CM,Servicio De Mantenimiento De Seis Vehiculos Camionetas Toyota Hilux Ajam Gestion-2020,Contratado,,2020-03-11,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Shirley Andrea Contreras Barrios (Telf: 2310441), ,,   - , ,2020-01-23,La Paz,NB-SABS (D.S.0181)
20-0190-00-1043927-0-E,Autoridad Jurisdiccional Administrativa Minera,Bienes,CM,Compra De Seis (6) Camaras De Desinfeccion Para La Ajam,Contratado,,2020-06-10,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Shirley Andrea Contreras Barrios (Telf: 2310441), ,,   - , ,2020-04-29,La Paz,NB-SABS (D.S.0181)
20-0190-00-1051466-0-E,Autoridad Jurisdiccional Administrativa Minera,Servicios Generales,CD,Arrendamiento De Inmueble Para El Funcionamiento De Las Oficinas De La Departamental La Paz - Julio A Diciembre 2020,Contratado,,2020-07-27,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Shirley Andrea Contreras Barrios (Telf: 2310441), ,,   - , ,2020-07-01,La Paz,NB-SABS (D.S.0181)
20-0190-00-1051507-0-E,Autoridad Jurisdiccional Administrativa Minera,Servicios Generales,CD,Contrato De Arrendamiento De Inmueble Para El Funcionamiento De Las Oficinas De La Ajam Potosi-Chuquisaca De Julio A Diciembre 2020,Contratado,,2020-07-27,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Shirley Andrea Contreras Barrios (Telf: 2310441), ,,   - , ,2020-07-01,La Paz,NB-SABS (D.S.0181)
